ID,age,experience,income,zip_code,family,cc_avg,education,mortgage,personal_loan,securities_account,cd_account,online,credit_card,age_bracket,age_bracket_name,income_per_family_member,cc_to_income_ratio,debt_to_income_ratio,financial_maturity_index,experience_bracket,education_degree
1979,37,11,32,94612,2,1.4,3,0,0,1,0,1,0,2,Millennials,10.666666666666666,0.04375,0.04375,22.857142857142858,2,postgraduate
1980,41,17,11,91330,1,1.0,1,0,0,0,0,0,0,2,Millennials,5.5,0.09090909090909091,0.09090909090909091,11.0,2,high school
1981,45,19,141,94706,1,2.4,1,0,0,0,0,1,0,3,Generation X,70.5,0.01702127659574468,0.01702127659574468,58.75,2,high school
1982,52,26,84,91768,3,3.0,2,0,0,0,0,1,0,3,Generation X,21.0,0.03571428571428571,0.03571428571428571,28.0,2,college
1983,58,33,18,94701,3,0.1,2,110,0,0,0,1,0,3,Generation X,4.5,0.005555555555555556,6.116666666666666,180.0,3,college
1984,31,5,20,94720,2,0.3,1,0,0,0,0,0,0,2,Millennials,6.666666666666667,0.015,0.015,66.66666666666667,1,high school
1985,26,1,55,92630,4,1.7,2,175,0,0,0,1,0,1,Generation Z,11.0,0.030909090909090907,3.2127272727272724,32.35294117647059,1,college
1986,31,7,31,94920,4,0.4,2,79,0,0,0,0,0,2,Millennials,6.2,0.012903225806451613,2.5612903225806454,77.5,1,college
1987,42,17,114,90065,2,0.4,1,0,0,0,0,0,0,2,Millennials,38.0,0.0035087719298245615,0.0035087719298245615,285.0,2,high school
1988,56,31,52,94118,3,2.0,2,0,0,1,1,1,1,3,Generation X,13.0,0.038461538461538464,0.038461538461538464,26.0,3,college
1989,52,28,18,91301,1,0.3,1,120,0,0,0,1,0,3,Generation X,9.0,0.016666666666666666,6.683333333333334,60.0,2,high school
1990,59,35,55,90274,1,1.8,3,0,0,1,0,0,0,4,Baby boomers,27.5,0.03272727272727273,0.03272727272727273,30.555555555555554,3,postgraduate
1991,32,8,29,92807,1,0.2,3,76,0,0,0,1,1,2,Millennials,14.5,0.006896551724137932,2.627586206896552,145.0,1,postgraduate
1992,46,22,30,90747,3,0.5,1,0,0,0,0,0,0,3,Generation X,7.5,0.016666666666666666,0.016666666666666666,60.0,2,high school
1993,52,28,38,94302,2,0.8,1,0,0,0,0,0,1,3,Generation X,12.666666666666666,0.021052631578947368,0.021052631578947368,47.5,2,high school
1994,30,5,122,94545,2,3.1,1,0,0,0,0,0,0,2,Millennials,40.666666666666664,0.02540983606557377,0.02540983606557377,39.354838709677416,1,high school
1995,32,8,183,94080,1,6.0,1,0,0,0,0,0,0,2,Millennials,91.5,0.03278688524590164,0.03278688524590164,30.5,1,high school
1996,35,11,41,94720,1,2.4,2,0,0,0,0,0,0,2,Millennials,20.5,0.058536585365853655,0.058536585365853655,17.083333333333336,2,college
1997,49,24,38,94305,1,1.4,3,0,0,0,0,0,0,3,Generation X,19.0,0.03684210526315789,0.03684210526315789,27.142857142857146,2,postgraduate
1998,54,30,61,92093,1,1.8,3,0,0,0,0,1,0,3,Generation X,30.5,0.029508196721311476,0.029508196721311476,33.888888888888886,3,postgraduate
1999,56,32,103,94111,3,4.0,3,0,1,0,0,0,0,3,Generation X,25.75,0.038834951456310676,0.038834951456310676,25.75,3,postgraduate
2000,48,22,80,93940,2,2.4,2,0,0,0,0,1,0,3,Generation X,26.666666666666668,0.03,0.03,33.333333333333336,2,college
2001,28,2,22,95670,1,0.1,2,0,0,0,0,1,0,2,Millennials,11.0,0.004545454545454546,0.004545454545454546,220.0,1,college
2002,44,17,128,94928,2,3.25,2,0,1,0,0,0,1,3,Generation X,42.666666666666664,0.025390625,0.025390625,39.38461538461539,2,college
2003,30,4,142,92126,3,4.2,1,359,1,0,0,0,0,2,Millennials,35.5,0.029577464788732397,2.557746478873239,33.80952380952381,1,high school
2004,44,20,124,90277,1,4.7,1,0,0,0,0,1,1,3,Generation X,62.0,0.03790322580645161,0.03790322580645161,26.382978723404253,2,high school
2005,30,4,44,92704,1,1.9,3,143,0,0,0,0,0,2,Millennials,22.0,0.04318181818181818,3.2931818181818184,23.157894736842106,1,postgraduate
2006,47,23,170,90254,2,6.5,2,0,1,0,1,1,1,3,Generation X,56.666666666666664,0.03823529411764706,0.03823529411764706,26.153846153846153,2,college
2007,64,39,75,94720,4,0.1,2,0,0,0,1,1,1,4,Baby boomers,15.0,0.0013333333333333335,0.0013333333333333335,750.0,3,college
2008,48,21,78,94010,3,2.0,2,0,0,0,0,1,1,3,Generation X,19.5,0.02564102564102564,0.02564102564102564,39.0,2,college
2009,63,38,31,92037,1,1.1,3,125,0,0,0,1,0,4,Baby boomers,15.5,0.035483870967741936,4.067741935483871,28.18181818181818,3,postgraduate
2010,25,0,99,92735,1,1.9,1,323,0,0,0,0,0,1,Generation Z,49.5,0.01919191919191919,3.2818181818181817,52.10526315789474,1,high school
2011,61,36,41,96001,2,1.5,1,0,0,0,0,0,0,4,Baby boomers,13.666666666666666,0.036585365853658534,0.036585365853658534,27.333333333333332,3,high school
2013,57,31,51,93943,1,1.4,1,0,0,0,0,1,1,3,Generation X,25.5,0.027450980392156862,0.027450980392156862,36.42857142857143,3,high school
2014,40,15,52,92691,3,0.8,3,113,0,0,0,1,0,2,Millennials,13.0,0.015384615384615385,2.1884615384615382,65.0,2,postgraduate
2015,49,19,169,95054,3,5.67,3,167,1,0,1,0,1,3,Generation X,42.25,0.03355029585798817,1.0217159763313608,29.80599647266314,2,postgraduate
2016,30,5,141,95747,1,0.8,1,0,0,0,0,1,0,2,Millennials,70.5,0.005673758865248227,0.005673758865248227,176.25,1,high school
2017,41,17,93,92835,4,0.8,1,218,0,0,0,0,0,2,Millennials,18.6,0.008602150537634409,2.352688172043011,116.25,2,high school
2018,42,15,14,92064,3,1.0,2,0,0,1,0,0,0,2,Millennials,3.5,0.07142857142857142,0.07142857142857142,14.0,2,college
2019,63,39,160,90089,2,2.1,1,0,0,0,0,1,1,4,Baby boomers,53.333333333333336,0.013125000000000001,0.013125000000000001,76.19047619047619,3,high school
2020,43,17,44,94611,1,0.2,1,0,0,1,1,1,0,3,Generation X,22.0,0.004545454545454546,0.004545454545454546,220.0,2,high school
2021,59,34,33,94303,3,0.2,1,0,0,1,0,0,0,4,Baby boomers,8.25,0.006060606060606061,0.006060606060606061,165.0,3,high school
2022,46,20,103,91380,4,4.8,3,0,1,0,0,1,0,3,Generation X,20.6,0.04660194174757282,0.04660194174757282,21.458333333333336,2,postgraduate
2023,33,3,71,93561,4,1.8,3,236,0,0,0,0,0,2,Millennials,14.2,0.02535211267605634,3.3492957746478873,39.44444444444444,1,postgraduate
2024,55,29,55,94720,1,0.2,1,151,0,0,0,1,0,3,Generation X,27.5,0.0036363636363636364,2.749090909090909,275.0,2,high school
2025,36,12,113,94305,4,0.2,1,0,1,0,0,0,0,2,Millennials,22.6,0.001769911504424779,0.001769911504424779,565.0,2,high school
2026,47,20,79,94720,3,2.0,2,185,0,1,0,0,0,3,Generation X,19.75,0.02531645569620253,2.367088607594937,39.5,2,college
2027,59,33,80,93907,2,0.7,2,0,0,0,0,1,0,4,Baby boomers,26.666666666666668,0.008749999999999999,0.008749999999999999,114.28571428571429,3,college
2030,30,3,61,92152,4,2.0,2,0,0,0,0,1,0,2,Millennials,12.2,0.03278688524590164,0.03278688524590164,30.5,1,college
2031,63,38,111,95814,2,3.9,1,207,0,1,1,1,1,4,Baby boomers,37.0,0.03513513513513514,1.9000000000000001,28.461538461538463,3,high school
2032,60,35,80,94608,3,0.5,1,0,0,0,0,1,0,4,Baby boomers,20.0,0.00625,0.00625,160.0,3,high school
2033,62,37,32,90266,3,0.2,1,0,0,1,0,0,1,4,Baby boomers,8.0,0.00625,0.00625,160.0,3,high school
2034,49,23,83,92126,1,0.3,1,0,0,0,0,1,1,3,Generation X,41.5,0.003614457831325301,0.003614457831325301,276.6666666666667,2,high school
2035,59,33,91,92821,4,1.9,2,329,0,0,0,0,0,4,Baby boomers,18.2,0.020879120879120878,3.6362637362637362,47.89473684210527,3,college
2036,36,10,29,93065,4,1.0,1,0,0,0,0,1,1,2,Millennials,5.8,0.034482758620689655,0.034482758620689655,29.0,2,high school
2037,46,19,19,94305,3,0.67,2,0,0,0,0,1,0,3,Generation X,4.75,0.035263157894736843,0.035263157894736843,28.35820895522388,2,college
2038,35,8,52,95616,2,1.0,2,0,0,0,0,0,1,2,Millennials,17.333333333333332,0.019230769230769232,0.019230769230769232,52.0,1,college
2039,50,24,150,94551,1,7.3,1,0,0,0,0,1,1,3,Generation X,75.0,0.048666666666666664,0.048666666666666664,20.547945205479454,2,high school
2040,51,25,32,91605,2,0.4,3,0,0,0,0,1,0,3,Generation X,10.666666666666666,0.0125,0.0125,80.0,2,postgraduate
2041,41,16,91,94720,3,0.5,3,0,0,0,0,0,0,2,Millennials,22.75,0.005494505494505495,0.005494505494505495,182.0,2,postgraduate
2042,45,20,180,95403,3,8.5,2,535,1,0,0,0,0,3,Generation X,45.0,0.04722222222222222,3.0194444444444444,21.176470588235293,2,college
2043,41,17,121,94102,1,0.3,1,0,0,0,0,1,0,2,Millennials,60.5,0.0024793388429752063,0.0024793388429752063,403.33333333333337,2,high school
2044,57,32,25,90049,2,0.2,3,0,0,0,0,1,1,3,Generation X,8.333333333333334,0.008,0.008,125.0,3,postgraduate
2045,51,25,102,92677,1,0.3,1,0,0,0,0,1,0,3,Generation X,51.0,0.0029411764705882353,0.0029411764705882353,340.0,2,high school
2046,52,28,44,95051,4,0.9,2,107,0,0,0,1,0,3,Generation X,8.8,0.020454545454545454,2.4522727272727276,48.888888888888886,2,college
2047,43,16,161,95134,3,8.0,2,0,1,0,1,1,1,3,Generation X,40.25,0.049689440993788817,0.049689440993788817,20.125,2,college
2048,63,38,134,90640,3,4.0,2,0,1,0,0,0,1,4,Baby boomers,33.5,0.029850746268656716,0.029850746268656716,33.5,3,college
2049,28,4,43,94803,1,1.8,2,0,0,0,0,1,1,2,Millennials,21.5,0.04186046511627907,0.04186046511627907,23.88888888888889,1,college
2050,43,18,94,92717,4,1.1,2,0,0,0,0,1,0,3,Generation X,18.8,0.01170212765957447,0.01170212765957447,85.45454545454545,2,college
2051,41,15,29,94024,2,0.8,3,98,0,0,0,0,0,2,Millennials,9.666666666666666,0.027586206896551727,3.4068965517241376,36.25,2,postgraduate
2052,34,8,38,90018,4,0.2,1,0,0,0,0,0,0,2,Millennials,7.6,0.005263157894736842,0.005263157894736842,190.0,1,high school
2053,28,3,120,94080,1,0.8,1,170,0,0,0,0,0,2,Millennials,60.0,0.006666666666666667,1.4233333333333333,150.0,1,high school
2054,58,32,85,92110,2,2.0,1,161,0,1,1,1,1,3,Generation X,28.333333333333332,0.023529411764705882,1.9176470588235295,42.5,3,high school
2055,39,15,89,92126,2,1.9,1,0,0,0,0,0,0,2,Millennials,29.666666666666668,0.02134831460674157,0.02134831460674157,46.8421052631579,2,high school
2056,49,23,25,90274,1,1.4,3,0,0,0,0,1,0,3,Generation X,12.5,0.055999999999999994,0.055999999999999994,17.857142857142858,2,postgraduate
2057,33,8,20,92691,3,1.3,1,83,0,0,0,0,1,2,Millennials,5.0,0.065,4.215,15.384615384615383,1,high school
2058,37,12,125,91754,2,3.9,1,0,0,0,0,1,1,2,Millennials,41.666666666666664,0.0312,0.0312,32.05128205128205,2,high school
2059,33,7,18,92093,1,0.6,3,0,0,0,0,0,0,2,Millennials,9.0,0.03333333333333333,0.03333333333333333,30.0,1,postgraduate
2060,28,3,173,92121,2,6.7,1,222,0,0,0,1,0,2,Millennials,57.666666666666664,0.03872832369942197,1.3219653179190751,25.82089552238806,1,high school
2061,54,29,34,92093,4,0.1,3,0,0,0,0,1,1,3,Generation X,6.8,0.0029411764705882353,0.0029411764705882353,340.0,2,postgraduate
2062,63,38,159,93950,4,4.9,2,111,1,0,0,0,0,4,Baby boomers,31.8,0.030817610062893085,0.728930817610063,32.44897959183673,3,college
2063,57,31,55,92521,3,2.5,1,219,0,0,1,1,1,3,Generation X,13.75,0.045454545454545456,4.027272727272727,22.0,3,high school
2064,56,30,32,94080,2,0.4,3,0,0,0,0,1,0,3,Generation X,10.666666666666666,0.0125,0.0125,80.0,3,postgraduate
2065,54,29,65,94545,4,1.8,3,0,0,0,0,0,1,3,Generation X,13.0,0.027692307692307693,0.027692307692307693,36.11111111111111,2,postgraduate
2066,29,5,83,92354,3,1.5,1,0,0,0,0,1,1,2,Millennials,20.75,0.018072289156626505,0.018072289156626505,55.333333333333336,1,high school
2067,41,16,30,95814,2,1.4,2,0,0,0,0,0,1,2,Millennials,10.0,0.04666666666666666,0.04666666666666666,21.42857142857143,2,college
2068,58,32,180,91770,1,2.9,1,0,0,0,0,0,1,3,Generation X,90.0,0.01611111111111111,0.01611111111111111,62.06896551724138,3,high school
2069,61,37,13,90024,2,0.3,3,0,0,0,0,1,0,4,Baby boomers,4.333333333333333,0.023076923076923075,0.023076923076923075,43.333333333333336,3,postgraduate
2070,30,4,35,90059,4,0.8,1,0,0,0,0,1,1,2,Millennials,7.0,0.022857142857142857,0.022857142857142857,43.75,1,high school
2071,62,37,95,91107,3,0.5,1,0,0,0,0,0,0,4,Baby boomers,23.75,0.005263157894736842,0.005263157894736842,190.0,3,high school
2073,29,3,39,95831,4,0.2,1,137,0,0,0,1,1,2,Millennials,7.8,0.005128205128205128,3.5179487179487174,195.0,1,high school
2074,46,20,54,91107,1,0.7,3,154,0,0,0,1,1,3,Generation X,27.0,0.012962962962962963,2.8648148148148147,77.14285714285715,2,postgraduate
2075,52,27,81,91942,1,1.3,3,293,0,0,0,0,1,3,Generation X,40.5,0.016049382716049384,3.6333333333333333,62.30769230769231,2,postgraduate
2076,40,16,53,94123,4,2.0,3,0,0,0,0,0,0,2,Millennials,10.6,0.03773584905660377,0.03773584905660377,26.5,2,postgraduate
2077,49,23,119,91030,1,7.3,1,398,0,0,0,0,0,3,Generation X,59.5,0.06134453781512605,3.4058823529411764,16.3013698630137,2,high school
2078,34,9,160,94108,4,8.0,3,0,1,0,0,0,1,2,Millennials,32.0,0.05,0.05,20.0,1,postgraduate
2079,35,11,21,95814,2,1.0,2,0,0,0,0,0,0,2,Millennials,7.0,0.047619047619047616,0.047619047619047616,21.0,2,college
2080,26,2,40,94132,1,1.0,3,0,0,0,0,1,0,1,Generation Z,20.0,0.025,0.025,40.0,1,postgraduate
2081,65,40,69,91706,4,0.1,2,0,0,0,0,1,0,4,Baby boomers,13.8,0.0014492753623188406,0.0014492753623188406,690.0,4,college
2082,52,27,45,95006,1,1.3,2,0,0,0,0,0,0,3,Generation X,22.5,0.02888888888888889,0.02888888888888889,34.61538461538461,2,college
2083,32,7,55,91301,4,2.0,2,0,0,0,0,1,0,2,Millennials,11.0,0.03636363636363636,0.03636363636363636,27.5,1,college
2084,31,7,38,94025,1,0.2,3,0,0,0,0,1,0,2,Millennials,19.0,0.005263157894736842,0.005263157894736842,190.0,1,postgraduate
2085,36,9,44,93907,4,1.0,2,101,0,1,0,1,0,2,Millennials,8.8,0.022727272727272728,2.3181818181818183,44.0,1,college
2086,50,24,45,94105,3,0.6,2,117,0,0,0,1,0,3,Generation X,11.25,0.013333333333333332,2.6133333333333333,75.0,2,college
2087,36,12,84,90291,1,0.8,2,0,0,0,0,1,1,2,Millennials,42.0,0.009523809523809525,0.009523809523809525,105.0,2,college
2088,51,27,188,94305,2,6.9,2,343,1,0,0,1,0,3,Generation X,62.666666666666664,0.03670212765957447,1.8611702127659573,27.246376811594203,2,college
2089,39,9,29,94701,3,2.0,3,151,0,1,0,0,0,2,Millennials,7.25,0.06896551724137931,5.275862068965517,14.5,1,postgraduate
2090,53,29,95,94304,1,2.7,2,0,0,0,0,1,0,3,Generation X,47.5,0.028421052631578948,0.028421052631578948,35.18518518518518,2,college
2091,50,25,79,95023,1,2.9,1,307,0,0,0,0,1,3,Generation X,39.5,0.03670886075949367,3.922784810126582,27.24137931034483,2,high school
2092,31,4,41,91360,1,2.0,2,0,0,1,0,1,0,2,Millennials,20.5,0.04878048780487805,0.04878048780487805,20.5,1,college
2093,53,23,19,92673,4,0.4,3,84,0,0,0,1,0,3,Generation X,3.8,0.021052631578947368,4.442105263157895,47.5,2,postgraduate
2094,48,23,75,94111,4,3.6,3,0,0,0,0,1,1,3,Generation X,15.0,0.048,0.048,20.833333333333332,2,postgraduate
2095,57,31,64,90024,3,2.5,1,208,0,0,0,0,1,3,Generation X,16.0,0.0390625,3.2890625,25.6,3,high school
2096,47,21,174,94025,4,3.2,3,0,1,0,0,0,0,3,Generation X,34.8,0.01839080459770115,0.01839080459770115,54.375,2,postgraduate
2097,55,29,54,95051,2,2.3,3,93,0,0,0,0,0,3,Generation X,18.0,0.04259259259259259,1.7648148148148148,23.47826086956522,2,postgraduate
2098,37,11,14,90740,3,0.1,2,113,0,0,0,1,0,2,Millennials,3.5,0.0071428571428571435,8.078571428571427,140.0,2,college
2099,59,35,94,90089,1,3.8,1,272,0,0,0,0,0,4,Baby boomers,47.0,0.04042553191489361,2.9340425531914893,24.736842105263158,3,high school
2100,53,29,10,90095,2,0.4,1,0,0,0,0,0,0,3,Generation X,3.3333333333333335,0.04,0.04,25.0,2,high school
2101,31,6,145,93940,1,0.8,1,84,0,0,0,1,0,2,Millennials,72.5,0.005517241379310345,0.5848275862068966,181.25,1,high school
2102,35,5,203,95032,1,10.0,3,0,1,0,0,0,0,2,Millennials,101.5,0.04926108374384237,0.04926108374384237,20.3,1,postgraduate
2103,25,0,81,92647,2,1.6,3,0,0,0,0,1,1,1,Generation Z,27.0,0.019753086419753086,0.019753086419753086,50.625,1,postgraduate
2104,37,13,153,90630,2,6.5,1,0,0,0,0,1,1,2,Millennials,51.0,0.042483660130718956,0.042483660130718956,23.53846153846154,2,high school
2105,40,14,58,90245,4,0.2,3,0,0,0,0,1,0,2,Millennials,11.6,0.003448275862068966,0.003448275862068966,290.0,2,postgraduate
2106,31,5,49,94114,4,1.8,3,0,0,0,0,1,1,2,Millennials,9.8,0.036734693877551024,0.036734693877551024,27.22222222222222,1,postgraduate
2107,62,38,132,90210,1,2.9,1,0,0,0,0,0,0,4,Baby boomers,66.0,0.02196969696969697,0.02196969696969697,45.51724137931035,3,high school
2108,41,17,85,90291,4,0.2,3,229,0,0,0,0,0,2,Millennials,17.0,0.0023529411764705885,2.696470588235294,425.0,2,postgraduate
2109,56,32,85,94132,3,2.67,1,0,0,1,0,1,0,3,Generation X,21.25,0.031411764705882354,0.031411764705882354,31.835205992509366,3,high school
2110,47,23,178,93014,1,6.5,3,0,1,0,0,0,0,3,Generation X,89.0,0.03651685393258427,0.03651685393258427,27.384615384615383,2,postgraduate
2111,28,4,104,94301,3,2.5,1,0,0,0,0,0,0,2,Millennials,26.0,0.02403846153846154,0.02403846153846154,41.6,1,high school
2112,60,34,40,94105,1,1.6,1,0,0,0,0,1,0,4,Baby boomers,20.0,0.04,0.04,25.0,3,high school
2113,27,2,103,93117,1,1.9,1,120,0,0,0,1,0,2,Millennials,51.5,0.018446601941747572,1.183495145631068,54.21052631578948,1,high school
2114,57,33,25,92064,2,1.0,1,0,0,0,0,1,0,3,Generation X,8.333333333333334,0.04,0.04,25.0,3,high school
2115,62,36,69,95039,2,1.7,3,0,0,0,0,1,0,4,Baby boomers,23.0,0.024637681159420288,0.024637681159420288,40.588235294117645,3,postgraduate
2116,57,31,30,95070,3,1.4,1,0,0,0,0,0,0,3,Generation X,7.5,0.04666666666666666,0.04666666666666666,21.42857142857143,3,high school
2117,44,17,70,94920,3,2.67,2,0,0,0,0,0,0,3,Generation X,17.5,0.038142857142857145,0.038142857142857145,26.217228464419478,2,college
2118,31,7,15,91380,3,0.9,3,0,0,0,0,1,0,2,Millennials,3.75,0.060000000000000005,0.060000000000000005,16.666666666666668,1,postgraduate
2119,31,5,125,91320,2,1.3,1,0,0,0,0,1,1,2,Millennials,41.666666666666664,0.0104,0.0104,96.15384615384615,1,high school
2120,39,13,50,94923,3,0.5,3,0,0,0,0,0,0,2,Millennials,12.5,0.01,0.01,100.0,2,postgraduate
2121,41,17,44,93106,1,0.3,3,0,0,0,0,1,0,2,Millennials,22.0,0.006818181818181818,0.006818181818181818,146.66666666666669,2,postgraduate
2122,41,17,38,92182,4,2.2,2,180,0,0,0,0,1,2,Millennials,7.6,0.05789473684210527,4.794736842105263,17.27272727272727,2,college
2123,55,29,64,93437,3,0.8,1,119,0,0,0,0,1,3,Generation X,16.0,0.0125,1.871875,80.0,2,high school
2124,28,2,9,95014,1,0.1,2,0,0,0,0,1,0,2,Millennials,4.5,0.011111111111111112,0.011111111111111112,90.0,1,college
2125,35,9,44,92054,3,0.9,1,89,0,0,0,0,0,2,Millennials,11.0,0.020454545454545454,2.0431818181818184,48.888888888888886,1,high school
2126,44,20,93,91910,4,0.8,1,101,0,0,0,1,0,3,Generation X,18.6,0.008602150537634409,1.0946236559139784,116.25,2,high school
2127,44,19,83,92121,4,0.4,1,141,0,0,0,0,0,3,Generation X,16.6,0.004819277108433735,1.7036144578313255,207.5,2,high school
2129,65,40,40,94104,1,1.1,3,0,0,0,0,0,0,4,Baby boomers,20.0,0.027500000000000004,0.027500000000000004,36.36363636363636,4,postgraduate
2130,35,10,58,91754,4,0.7,3,232,0,0,0,0,0,2,Millennials,11.6,0.01206896551724138,4.0120689655172415,82.85714285714286,2,postgraduate
2131,55,31,74,94607,3,2.67,1,0,0,0,0,0,1,3,Generation X,18.5,0.03608108108108108,0.03608108108108108,27.715355805243448,3,high school
2132,55,31,15,95747,1,0.2,1,0,0,0,0,0,0,3,Generation X,7.5,0.013333333333333334,0.013333333333333334,75.0,3,high school
2133,59,35,11,94949,2,1.0,1,0,0,0,0,0,1,4,Baby boomers,3.6666666666666665,0.09090909090909091,0.09090909090909091,11.0,3,high school
2134,39,15,41,95035,1,2.0,2,176,0,0,0,1,0,2,Millennials,20.5,0.04878048780487805,4.341463414634147,20.5,2,college
2135,50,24,68,95821,1,1.5,2,120,0,0,0,1,1,3,Generation X,34.0,0.022058823529411766,1.786764705882353,45.333333333333336,2,college
2136,45,15,28,95039,1,0.75,3,0,0,1,0,0,0,3,Generation X,14.0,0.026785714285714284,0.026785714285714284,37.333333333333336,2,postgraduate
2137,50,26,115,95008,1,1.2,3,0,1,0,0,0,1,3,Generation X,57.5,0.010434782608695651,0.010434782608695651,95.83333333333334,2,postgraduate
2138,65,40,83,92354,4,0.1,2,247,0,0,0,1,0,4,Baby boomers,16.6,0.0012048192771084338,2.97710843373494,830.0,4,college
2139,36,11,40,93611,2,1.1,2,166,0,1,0,0,0,2,Millennials,13.333333333333334,0.027500000000000004,4.1775,36.36363636363636,2,college
2140,57,32,113,91768,1,0.1,3,0,0,0,0,1,0,3,Generation X,56.5,0.0008849557522123895,0.0008849557522123895,1130.0,3,postgraduate
2141,53,27,89,92130,1,0.8,3,0,0,1,0,1,0,3,Generation X,44.5,0.008988764044943821,0.008988764044943821,111.25,2,postgraduate
2142,28,4,38,92109,4,1.6,1,0,0,0,0,0,0,2,Millennials,7.6,0.042105263157894736,0.042105263157894736,23.75,1,high school
2143,55,31,62,93943,4,1.5,1,0,0,0,0,1,0,3,Generation X,12.4,0.024193548387096774,0.024193548387096774,41.333333333333336,3,high school
2144,56,31,65,92093,3,1.7,1,109,0,0,0,0,0,3,Generation X,16.25,0.026153846153846153,1.7030769230769232,38.23529411764706,3,high school
2145,33,6,168,94720,3,5.67,2,0,1,1,1,1,0,2,Millennials,42.0,0.03375,0.03375,29.62962962962963,1,college
2146,57,32,40,94720,3,1.7,1,0,0,0,0,1,1,3,Generation X,10.0,0.042499999999999996,0.042499999999999996,23.529411764705884,3,high school
2147,27,3,30,93108,1,1.0,3,80,0,0,0,0,0,2,Millennials,15.0,0.03333333333333333,2.7,30.0,1,postgraduate
2148,27,3,20,92007,4,1.0,1,0,0,0,0,0,0,2,Millennials,4.0,0.05,0.05,20.0,1,high school
2149,54,30,58,92007,2,3.2,3,0,0,0,0,0,0,3,Generation X,19.333333333333332,0.055172413793103454,0.055172413793103454,18.125,3,postgraduate
2150,48,22,150,95039,1,7.3,1,193,0,0,0,0,0,3,Generation X,75.0,0.048666666666666664,1.3353333333333335,20.547945205479454,2,high school
2151,62,38,54,91320,1,0.8,1,0,0,1,0,0,1,4,Baby boomers,27.0,0.014814814814814815,0.014814814814814815,67.5,3,high school
2152,41,16,19,91730,2,0.3,2,105,0,0,0,0,0,2,Millennials,6.333333333333333,0.015789473684210527,5.542105263157895,63.333333333333336,2,college
2153,62,38,30,94304,3,0.1,3,128,0,0,0,1,0,4,Baby boomers,7.5,0.0033333333333333335,4.27,300.0,3,postgraduate
2154,40,14,123,90041,1,5.2,1,0,0,0,0,1,0,2,Millennials,61.5,0.04227642276422764,0.04227642276422764,23.653846153846153,2,high school
2155,32,8,45,94558,1,2.4,2,0,0,0,0,0,0,2,Millennials,22.5,0.05333333333333333,0.05333333333333333,18.75,1,college
2156,62,38,154,94305,1,2.9,1,0,0,0,0,1,0,4,Baby boomers,77.0,0.01883116883116883,0.01883116883116883,53.10344827586207,3,high school
2157,35,11,93,90747,2,2.7,1,0,0,0,0,1,1,2,Millennials,31.0,0.02903225806451613,0.02903225806451613,34.44444444444444,2,high school
2158,25,0,71,93727,4,0.2,1,78,0,1,0,0,0,1,Generation Z,14.2,0.0028169014084507044,1.1014084507042254,355.0,1,high school
2159,50,25,83,94720,4,3.1,1,0,1,0,0,0,1,3,Generation X,16.6,0.03734939759036145,0.03734939759036145,26.774193548387096,2,high school
2160,61,35,99,94085,1,4.8,3,255,1,0,0,0,1,4,Baby boomers,49.5,0.048484848484848485,2.6242424242424245,20.625,3,postgraduate
2161,43,17,55,93933,3,2.2,2,0,0,0,0,0,0,3,Generation X,13.75,0.04,0.04,24.999999999999996,2,college
2162,52,28,38,94131,4,0.9,2,95,0,0,0,1,1,3,Generation X,7.6,0.02368421052631579,2.5236842105263158,42.22222222222222,2,college
2163,39,13,74,95008,3,0.9,2,155,0,0,0,1,0,2,Millennials,18.5,0.012162162162162163,2.1067567567567567,82.22222222222221,2,college
2164,33,3,69,92161,4,1.8,3,0,0,0,0,1,0,2,Millennials,13.8,0.026086956521739132,0.026086956521739132,38.333333333333336,1,postgraduate
2165,27,3,104,92007,2,2.5,1,184,0,1,0,1,0,2,Millennials,34.666666666666664,0.02403846153846154,1.7932692307692308,41.6,1,high school
2166,27,0,38,95929,4,1.0,3,154,0,0,0,1,0,2,Millennials,7.6,0.02631578947368421,4.078947368421052,38.0,1,postgraduate
2167,32,8,25,93524,3,0.9,3,0,0,0,0,1,1,2,Millennials,6.25,0.036000000000000004,0.036000000000000004,27.77777777777778,1,postgraduate
2168,65,40,162,94596,1,1.3,1,0,0,0,0,1,0,4,Baby boomers,81.0,0.008024691358024692,0.008024691358024692,124.61538461538461,4,high school
2169,55,29,64,93063,4,2.6,3,0,0,0,0,1,0,3,Generation X,12.8,0.040625,0.040625,24.615384615384613,2,postgraduate
2170,52,27,30,94305,2,0.7,2,0,0,0,0,1,1,3,Generation X,10.0,0.02333333333333333,0.02333333333333333,42.85714285714286,2,college
2171,39,13,52,95039,3,0.5,3,0,0,1,0,0,1,2,Millennials,13.0,0.009615384615384616,0.009615384615384616,104.0,2,postgraduate
2172,35,11,42,93108,1,1.5,3,0,0,0,0,1,0,2,Millennials,21.0,0.03571428571428571,0.03571428571428571,28.0,2,postgraduate
2173,39,15,79,92028,2,1.8,2,219,0,0,0,0,0,2,Millennials,26.333333333333332,0.02278481012658228,2.7949367088607597,43.888888888888886,2,college
2174,34,10,34,93407,1,1.7,1,164,0,0,0,0,0,2,Millennials,17.0,0.049999999999999996,4.873529411764705,20.0,2,high school
